;index;Unnamed: 0.1;Unnamed: 0;Title;Date;Authors;Tags;NLP Keywords;Text;Url;Chat GPT
0;0;1365;1365;Liberia: Twenty-nine die in stampede after gang attacks all-night Christian event in Monrovia;Thursday 20 January 2022 14:57, UK;[];['liberia'];['woman', 'happened', 'monrovia', 'twentynine', 'called', 'event', 'die', 'stampede', 'men', 'allnight', '29', 'gang', 'crowd', 'weapons', 'liberia', 'died', 'christian', 'attacks'];"At least 29 people, including 11 children, have died in a stampede in Liberia after a gang with knives attacked people at an all-night Christian event.

The deaths happened at about 9pm on Wednesday in a beach area called New Kru Town in the country's capital, Monrovia.

A pregnant woman was reportedly among those killed.

""The doctors said 29 persons died and some are on the critical list,"" deputy information minister Jalawah Tonpo told state radio.

He called it a ""sad day for the country"".

Advertisement

A witness said the stampede happened when armed men rushed the crowd in a robbery attempt.

""We saw a group of men with cutlasses and other weapons coming toward the crowd,"" Exodus Morias said.

""While running, some people dropped and others fell on the ground and walked over them.""

Hundreds had been at the event and police spokesman Moses Carter said one person had been arrested.

Image: A woman searches through shoes at the entrance to a field where the event took place. Pic: AP

Rev Abraham Kromah, who was putting on the event and has a church in the city, was also questioned.

The victims' bodies were taken to a morgue at the nearby Redemption Hospital.

President George Weah declared three days of national mourning and visited some of the survivors at the hospital on Thursday.

His office said the Liberian Red Cross and Disaster Management Agency had been called in to help.

Street gangs - known as Zogos - have become an increasing problem in Monrovia and other cities in recent years, according to residents.

They usually carry machetes and other small weapons.";https://web.archive.org/web/20220120145317/https://news.sky.com/story/liberia-twenty-nine-die-in-stampede-after-gang-with-knives-attacks-christian-ceremony-in-monrovia-12520974;'ARTICLE-0: politics'
1;1;1366;1366;Banksy: Robbie Williams to auction off three of artist's most famous works including Girl With Balloon;Thursday 20 January 2022 15:42, UK;[];['banksy', 'robbie williams'];['girl', 'famous', 'oils', 'williams', 'artists', 'balloon', 'works', 'paintings', 'kissing', 'version', 'auction', 'choppers', 'robbie', 'coppers', 'vandalised', 'sothebys', 'banksy', 'including'];"Robbie Williams is to sell three of Banksy's most iconic paintings - with the auction set to earn the singer millions of pounds.

Girl With Balloon, Kissing Coppers and Vandalised Oils (Choppers) will go under the hammer at Sotheby's in London on 2 March.

The former Take That star said the paintings were some of the street artist's best work.

""I remember seeing Girl With Balloon, Vandalised Oils (Choppers) and Kissing Coppers for the first time,"" he said.

""I believe they are some of his best paintings and I love how closely linked they are to the street pieces. As a collector of Banksy's work, you become part of a broader cultural movement.""

Advertisement

The classic pop-art image of Girl With Balloon first appeared under Waterloo Bridge in 2002. A version of it made headlines in 2018 after it was partially shredded at the end of a Sotheby's auction.

Williams' version is on metal and will have a starting price of £2m.

Kissing Coppers, which depicts two police officers in a passionate embrace, made its debut on the exterior of the Prince Albert Pub in Brighton in 2004.

The original mural was removed after being repeatedly vandalised.

Williams' version from 2005, estimated at £2.5m to £3.5m, will be the first Kissing Coppers painting on canvas to be auctioned, Sotheby's said.

The third painting, Vandalised Oils (Choppers), features military helicopters disrupting a calm rural landscape and is part of a series of graffitied oil paintings.

Like Kissing Coppers, the piece is valued at £2.5m to £3.5m.

""These works unite the cultural legacies of two of Britain's biggest stars: Robbie Williams and Banksy,"" said Hugo Cobb, head of the Sotheby's event.

He said the paintings are ""acerbic, iconic, irreverent and unique"", like their creator and owner.

The artworks will be exhibited at Sotheby's in New York and then go on a global tour from Hong Kong to London before being auctioned in March.";https://web.archive.org/web/20220120145317/https://news.sky.com/story/banksy-robbie-williams-to-auction-off-three-of-artists-most-famous-works-including-girl-with-balloon-12520866;'ARTICLE-1: entertainment and culture'
2;2;1368;1368;Former pope Benedict XVI failed to act on four cases of sexual abuse, report finds;Thursday 20 January 2022 14:22, UK;[];['germany'];['pope', 'munich', 'finds', 'cases', 'priest', 'abuse', 'sexual', 'report', 'xvi', 'archbishop', 'pastoral', 'convicted', 'failed', 'ratzinger', 'work', 'benedict', 'act'];"Former pope Benedict XVI failed to act on four cases of sexual abuse when he was archbishop of Munich, a report has found.

The report, compiled by a German law firm, found that the pope - then called Josef Ratzinger - could be ""accused of misconduct"" over his handling of the cases.

Ratzinger, 93, has lived in the Vatican since the end of his papacy in 2013, but he was archbishop of Munich and Freising between 1977 and 1982.

The report detailed four instances involving the archbishop:

• Two cases where perpetrators offended while he was in office but, while they were punished by the judicial system, they were allowed to continue pastoral work without limitations

• A case where a cleric convicted outside Germany was put into service in Munich despite Ratzinger knowing his history

• A suspected paedophile priest transferred to Munich for therapy in 1980 - a transfer approved by Ratzinger. The priest was allowed to resume pastoral work - a decision the church said was made by someone else - and was convicted of molesting a boy in 1986

The former pope has denied the accusations.

One of the report's authors Martin Pusch said: ""In a total of four cases, we came to the conclusion that the then-archbishop, Cardinal Ratzinger, can be accused of misconduct.""

Munich's current archbishop, Cardinal Reinhard Marx, has promised a response to the report later today.

Vatican spokesman Matteo Bruni said it would evaluate the full report and examine its details.

He said: ""In reiterating a sense of shame and remorse for the abuse of minors by clergy, the Holy See assures its closeness to all victims and confirms the path it has taken to protect the little ones and guarantee them a safe environment.""

A separate report in 2018, commissioned by the church, found that at least 3,677 people were abused by Germany's clergy between 1946 and 2014.

More than half of them were 13 or younger and nearly a third served as altar boys.";https://web.archive.org/web/20220120145317/https://news.sky.com/story/former-pope-benedict-xvi-failed-to-act-on-four-cases-of-sexual-abuse-report-finds-12520888;'ARTICLE-2: health'
3;3;1369;1369;Andy Murray and Emma Raducanu defeated at Australian Open - as one Briton left standing;Thursday 20 January 2022 14:59, UK;[];['andy murray', 'australian open', 'emma raducanu', 'tennis'];['ranked', 'really', 'raducanu', 'pic', 'standing', 'briton', 'australian', 'match', 'open', 'andy', 'murray', 'emma', '64', 'left', 'opponent', 'defeated'];"Andy Murray and Emma Raducanu have both crashed out of the Australian Open, putting British hopes of success in Melbourne in serious doubt.

Murray was defeated in the second round of the tournament, by the lowest-ranked player he has ever lost to at a grand slam.

Taro Daniel, ranked 120th in the world, beat the tennis star in straight sets to go through to the third round.

Image: Murray was warned for slamming his racket against the court out of frustration. Pic: Reuters/James Gourley

""I'm really, really disappointed,"" said Murray.

""Very frustrated. A tough loss for me that's for sure,"" he added.

Advertisement

The 34-year-old questioned whether he would be back at the Australian Open next year, saying he would like to be ""but not if I do what I did tonight too often this season.""

""This is a really important year for me for a number of reasons and I want to perform well in the big events.""

""Making second rounds of slams is not something I find particularly motivating. I want to be doing better than that. It depends on how I get on this year results wise and how I perform in the big events,"" he added.

The two-time Wimbledon champion had never lost to a player ranked outside the top 100 at a grand slam event before.

His 6-4 6-4 6-4 defeat to Daniel ended hopes he could repeat his former successes after being held back by injuries in recent years.

Murray received a warning for slamming his racket against the court, as his frustration seemed to take its toll during the match.

Image: Emma Raducanu was defeated at Melbourne Park despite being a favourite at the start of the Australian Open. Pic: Reuters/Loren Elliott

Raducanu out in injury drama

There were high hopes for Emma Raducanu when she arrived in Melbourne after her historic victory at the US Open last year.

But, the 19-year-old's Australian Open debut ended in a painful defeat when she was forced into a medical time-out after five games.

The teenager seemed to be struggling with blisters on her right hand, wincing in pain at times during her match against Montenegrin Danka Kovinic.

Despite the pain she was in, she took a set off her opponent - ranked 98 in the world - in the end losing 4-6 6-4 3-6.

Raducanu said: ""I thought it was a pretty good learning experience for me. I can take some positives even from this match.

""I was struggling with my hand before the match. There were some people in my team that maybe didn't want me to play, but I wanted to go out there and fight through it.""

The teenager's defeat was the first time she has lost a completed match at a grand slam, having got through the US Open in September without losing a set and pulling out of Wimbledon with breathing difficulties in July last year.

Image: Britain's Heather Watson was defeated by Slovenia's Tamara Zidansek. Pic: Reuters/James Gourley

Evans through but Watson's journey ends

British men's number two Dan Evans was given a free passage through to the third round of the men's singles when his opponent withdrew.

He was due to take on Arthur Rinderknech, but reached the last 32 automatically when his French opponent suffered a wrist injury.

He will play again on Saturday.

Meanwhile, British women's number two Heather Watson was defeated in a tight match against Slovenian Tamara Zidansek.

""I was happy with my effort and my fight and my focus,"" she said, after going down 6-7 4-6.

The tournament has faced increased scrutiny this year as champion Novak Djokovic was deported by authorities after his visa was cancelled.";https://web.archive.org/web/20220120151234/http://news.sky.com/story/andy-murray-and-emma-raducanu-defeated-at-australian-open-as-one-briton-left-standing-12520886;'ARTICLE-3: sports'
4;4;1370;1370;Anders Breivik: Norwegian terrorist still 'very dangerous' after 10 years in jail and should not be released on parole, court told;Thursday 20 January 2022 15:29, UK;[];['anders breivik', 'norway'];['terrorist', 'extremist', 'prison', 'norwegian', 'anders', 'request', 'told', 'parole', 'court', 'sentence', 'dangerous', 'breivik', 'jail', 'utoya', 'prosecutors', 'maximum', 'released'];"Prosecutors in Norway have said far-right terrorist Anders Breivik, who murdered 77 people in 2011, should not be released from prison.

The extremist, who has already served 10 years of a maximum 21 year jail sentence, was described as still a ""very dangerous man"" on the third and final day of his parole hearing in Skien.

The prison term can be extended indefinitely if he is deemed a continued threat to society.

Prosecutor Hulda Karlsdottir said the mass killer, now aged 42, had ""not shown any genuine remorse in court"" and that his behaviour was part of a PR stunt.

'Parole should not be granted'

Advertisement

Image: Prosecutors say his parole request should not be granted

""In the clear view of the prosecution, Breivik's request for parole should not be granted,"" she said in closing arguments.

On the hearing's first day, Breivik professed white supremacist views and made Nazi salutes while he claimed to be reformed.

Proceedings have taken place in a prison gymnasium which was converted into a makeshift courtroom.

A psychiatrist, who has observed him since 2012, told the court that Breivik cannot be trusted.

'Imminent danger'

And a prison official also said there was an ""imminent danger"" of him committing further serious violent crimes if released.

The Norwegian extremist was convicted in 2011 after setting off a bomb in Oslo's government district and then carrying out a shooting spree at a summer camp for left-wing youth activists on Utoya island.

Image: Special forces stormed Utoya island before Breivik's arrest in 2011

At his trial, Breivik was declared criminally sane, despite the prosecution's claims that he was psychotic.

He did not appeal his 21 year sentence, but he unsuccessfully sued the government for human rights violations for denying him the right to communicate with sympathisers.

Although Breivik is serving Norway's maximum sentence, he is under the provision of being kept in prison for as long as he is deemed a menace to society.

The court is expected to rule on his parole request later this month.";https://web.archive.org/web/20220120153149/https://news.sky.com/story/anders-breivik-norwegian-terrorist-still-very-dangerous-after-10-years-in-jail-and-should-not-be-released-on-parole-court-told-12520924;'ARTICLE-4: politics'
5;5;1371;1371;Partygate: Boris Johnson denies William Wragg claims that Conservative whips 'blackmailed' Tory MPs;Thursday 20 January 2022 15:23, UK;[];['downing street parties'];['denies', 'claims', 'wragg', 'mps', 'support', 'conservative', 'senior', 'tory', 'whips', 'threatening', 'partys', 'partygate', 'johnson', 'william'];"Partygate: Boris Johnson denies William Wragg claims that Conservative whips 'blackmailed' Tory MPs

Boris Johnson has denied claims from senior Tory William Wragg that the party's whips have been ""intimidating"" and threatening MPs who support a leadership contest.";https://web.archive.org/web/20220120153149/https://news.sky.com/video/partygate-boris-johnson-denies-william-wragg-claims-that-conservative-whips-blackmailed-tory-mps-12520991;'ARTICLE-5: politics'
6;6;1373;1373;Climate change: Shell carbon capture facility 'secures just 48% of hydrogen production emissions';Thursday 20 January 2022 17:36, UK;['helen-ann smith', '@helenannsmith0'];['climate crisis'];['technology', 'blue', 'carbon', 'change', 'emissions', 'project', 'climate', 'hydrogen', 'capture', 'secures', 'facility', 'energy', 'production', 'shell'];"One of the only facilities in the world that uses carbon capture and storage technology to reduce the emissions of hydrogen production has the same carbon footprint as 1.2 million petrol cars, according to a new report seen exclusively by Sky News.

In a first-of-its-kind investigation into the plant, which is owned and operated by Shell, the lobby group Global Witness claims that it has emitted far more greenhouse gas than it has captured.

While it has prevented five million tons of carbon dioxide from escaping into the atmosphere since 2015, it has released a further 7.5 million tons, the group said.

Using carbon capture and storage (CCS) alongside hydrogen production is known as 'blue hydrogen' and has been much championed by governments and the energy industry alike as vital to the green transition.

Image: Shell has dismissed the claims made by Global Witness, saying its analysis is 'simply wrong'

Although Shell publishes its broader emissions annually and reports these site specific emissions in technical reports to Canadian authorities, they have not been included in any public-focused communications, which report authors say amounts to Shell ""not telling us the full story.""

Advertisement

The plant in question is located in Alberta, Canada and is part of Shell's Scotford refinery, where hydrogen is produced for use in refining bitumen - a type of oil sands.

'Quest', the CCS facility, was added in 2015 as part of a project to test the capabilities of the new technology.

As Quest was, in effect, 'retrofitted' to an existing plant, it doesn't cover the emissions from the entire facility.

Experts say that more modern, 'purpose built', blue hydrogen facilities can capture over 90% of a plant's emissions.

The report found that this facility captures just 48% of its on-site carbon dioxide emissions.

Once you include other emissions, such as from the fossil gas supply chain, only 39% are captured.

Despite this, the plant has been subsidised by the Canadian government to the tune of $US654m.

Image: The Scotford refinery began operations in 1984. Pic: Shell

""Shell says that its carbon capture system at this project in Canada is an effective tool for reducing carbon emissions.

""Our investigation found that's clearly not the case,"" said Dominic Eagleton, senior campaigner and report author at Global Witness.

""Carbon capture is definitely part of the problem. Because it has a history of failure, almost 80% of government funded large scale, carbon capture projects have failed over the years.

""Instead of investing in this dirty, climate-wrecking fuel, governments should promote and boost investment into renewable energy sources like wind power, solar power, that can take us to a genuinely more sustainable future and a safe climate for all.""

Hydrogen production has existed for many years, but it has become a popular fuel amid the push to net zero as it emits no greenhouse gasses at the point of consumption.

Please use Chrome browser for a more accessible video player 1:34 All aboard the UK's first hydrogen-powered train

However, it is predominantly produced using fossil fuels in a process that emits greenhouse gas - this is dubbed 'grey hydrogen'.

While there are a few examples of it being produced using renewable energy ('green hydrogen'), at present this is much more expensive.

'Blue hydrogen' has therefore been touted as a good solution in the immediacy, as it is a cleaner technology that can be scaled quickly and comparatively cheaply.

There are only a handful of facilities globally that use CCS with hydrogen production and there are none which currently deploy the most modern 'gold standard' purpose-built technology.

This newer technology is being designed to capture emissions from all stages of the hydrogen production process and not just a section of it, as is seen at the moment. Experts say it could capture as much as 97%.

Shell itself is planning to build such a facility at the Scotford refinery in a project called 'Polaris'.

Some sections of the energy industry argue that it is this technology that should properly constitute the definition of blue hydrogen.

A Shell spokesperson said of the report: ""This analysis is simply wrong. Our Quest facility was designed some years ago as a demonstration project to prove the underlying CCS concept, while capturing around a third of CO2 emissions.

Image: Shell is one of the companies investing in CCS as it targets investment towards a greener future

""It is not a hydrogen production facility. The hydrogen projects we're planning - like Polaris - will use a new technology that captures more than 90% of emissions. Global Witness are comparing apples with pears.""

But independent experts say facilities like Shell's are examples of blue hydrogen and it is right we should learn lessons from the technology and heed warnings about the emissions.

""I call it 'blue hydrogen mark one'"" explains Professor Nilay Shah, head of department of chemical engineering at Imperial College London.

Please use Chrome browser for a more accessible video player 21:29 Will energy price hikes threaten climate action?

""If you capture what we call the 'process emissions' only you might be capturing roughly half the C02 emissions.

""[But] It demonstrates how to go about many elements of the system. Not only capturing the carbon dioxide but also cleaning it up, compressing it, transporting it and storing it. And from that we can learn how to go to the much higher capture rates.""

The debate over blue hydrogen is prescient because there are a number of plans underway to build facilities in the UK, and blue hydrogen also has a central role in the UK government's strategy.

All UK-based proposals plan to use the most modern iterations of this technology with high capture rates.

One of them, led by energy firm Equinor, plans to develop what it calls the UK's first ""at-scale"" blue hydrogen facility.

Image: Equinor's plans for the site are expected to create tens of thousands of jobs. Pic: px Group

The project, called Hydrogen to Humber Saltend (H2H Saltend), will provide the beginnings of a ""decarbonised industrial cluster"" in the Humber region and is part of a larger move to provide clean energy to vast swathes of industry in the North East.

The project is also expected to create tens of thousands of jobs.

""I think that we should be incredibly proud of these opportunities, this will really create an international spotlight on these industrial regions,"" explained Dan Sadler, Equinor's UK VP for low carbon solutions.

While critics say it is wrong to be investing in technology that still requires the burning of fossil fuels and the money would be better spent on scaling entirely renewable sources, he argues blue hydrogen is a practical, positive solution now.

""I think it's the right technology, the right scale at the right time.

""What we need to be able to do is start the hydrogen economy and we need to start at a scale that can justify the infrastructure.""

""You can't jump to utopia, you have to step there. We may all agree that in the longer term an entirely self-sustaining green hydrogen market may be the ultimate panacea.

""But the reality is that the climate emergency is now, we need to be making tangible impacts on climate change obligations.""

Global Witness and others point out that carbon capture rates alone are not enough to assess the carbon footprint of any such sites as they don't include the emissions from the fossil gas supply chain and other related activities.

The UK government is set to introduce a 'low carbon hydrogen standard' to ensure that sites being developed are low emissions although the exact rate of that standard has yet to be decided.";https://web.archive.org/web/20220120171420/https://news.sky.com/story/climate-change-shell-carbon-capture-facility-secures-just-48-of-hydrogen-production-emissions-12520938;'ARTICLE-6: environment'
7;7;1374;1374;Dog rescued from drowning after sausage dangled from drone in Hampshire;Thursday 20 January 2022 15:50, UK;[];['hampshire', 'dogs'];['sausage', 'tides', 'rescued', 'dangled', 'drone', 'owner', 'millie', 'drowning', 'rising', 'dog', 'sausages', 'hampshire', 'rescue', 'away', 'guardian'];"A dog in Hampshire has been rescued from rising tides with a sausage attached to a drone.

The Jack Russell terrier, called Millie, went missing after coming loose from her lead in Havant, The Guardian reported.

She was found stranded on mudflats near Portsmouth, with rising tides threatening to sweep her out to sea, prompting a rescue effort to swing into action.

Image: A local resident cooked the sausage, which was from Aldi, for the drone pilot to use to help the dog to safety. Pic: DDSAR/Solent

Police, firefighters, and coastguards tried tirelessly for four days to rescue her, but were left scratching their heads when even kayaking to her wouldn't work.

The chances of Millie being reunited with her owner seemed increasingly unlikely, when a rescuer had the idea of attaching a sausage to a drone with the hope of tempting her to safety.

Advertisement

The chair of the Denmead Drone Search and Rescue team, Chris Taylor, told The Guardian: ""It was a crazy idea.

""One of the local residents on the beach where we were flying from supplied us with the sausages - I think they were from Aldi. The woman cooked them up for us and we attached them with string.""

Luckily, the pork-dangling plan worked, with the terrier following the sausage towards her rescuers, away from the rising tides, to safety.

'The last resort'

""If we hadn't... got her away from that area the tide would have come in and she would have been at risk of drowning,"" said Mr Taylor.

""It was something we had never tried before - the sausages were the last resort.""

Image: Jack Russell, Millie, was reunited with her owner after an extensive rescue operation. Pic: DDSAR/Solent

Mr Taylor said it was a rescue method teams facing the same challenge in the future might want to try.

He said: ""We certainly would consider using sausages again: every dog and search operation is always going to be different, but if we were ever in a similar situation again we would employ the same methods to lure the dog.""

Ran away a second time

The maximum take-off weight of the drone had to be checked before attaching the sausage to it to make sure it would fly.

Once on higher ground, Millie ran away a second time, leaving her owner Emma Oakes worried once again for her safety.

The pet was eventually found inland from the marsh and ran into the arms of her owner's father when she was found.

Ms Oakes, a carehome owner, told The Guardian: ""Relief just poured over me. It was just absolutely fantastic to have her home.""";https://web.archive.org/web/20220120171420/https://news.sky.com/story/dog-rescued-from-drowning-after-sausage-dangled-from-drone-in-hampshire-12520987;'ARTICLE-7: environment'
8;8;1375;1375;Partygate: Christian Wakeford says he was 'threatened' he would not get school in his constituency;Thursday 20 January 2022 17:09, UK;[];['downing street parties'];['threatened', 'constituency', 'south', 'tories', 'mp', 'way', 'wakeford', 'vote', 'partygate', 'street', 'christian', 'school'];Christian Wakeford, the MP who defected from the Tories to Labour over the Downing Street 'partygate', says he was threatened he would not get a school in his Bury South constituency if he did not vote in a certain way.;https://web.archive.org/web/20220120171420/https://news.sky.com/video/partygate-christian-wakeford-says-he-was-threatened-he-would-not-get-school-in-his-constituency-12521096;'ARTICLE-8: politics'
9;9;1376;1376;Christian Wakeford: Should there be a by-election in Bury South after MP defected?;Thursday 20 January 2022 16:59, UK;['alix culbertson', '@alixculbertson'];['conservatives', 'labour'];['bury', 'south', 'mp', 'labour', 'mr', 'think', 'tory', 'wakeford', 'byelections', 'defected', 'byelection', 'christian', 'party'];"Bury South MP Christian Wakeford's defection from the Conservative Party to Labour has left voters questioning whether there will now be a by-election in his constituency.

The MP was elected in 2019 to the Greater Manchester constituency with a slim majority of 402 in a seat that had been Labour since 1997.

His announcement that he was crossing the floor just before Prime Minister's Questions on Wednesday came as a shock to many, but he is believed to have been in talks with the Opposition since October.

Mr Wakeford said the ""partygate"" scandal confirmed his decision after ""many months"" of sleepless nights over the government's decisions, from free schools meals and Universal Credit to the Owen Paterson affair and lockdown parties.

His defection has raised questions over whether there will be a by-election but, due to the rules it is unlikely.

Advertisement

Image: Sir Keir Starmer welcomed Christian Wakeford to the Labour Party

Does an MP defecting automatically trigger a by-election?

No. There are no rules requiring a by-election if an MP crosses the floor.

Parliament acts on the electoral principle that people vote for individuals, not parties.

There still could be a by-election though, as there is often pressure to call one when an MP defects.

Tories calling for PM to resign 'facing intimidation and blackmail from party', MP says

Does Labour, Christian Wakeford's new party, want a by-election?

A Labour source told Sky News: ""There won't be a by-election"".

Shadow chancellor Rachel Reeves said she did not think there needed to be a by-election in Bury South but said ""bring on"" a general election.

She told Sky News: ""In the last parliament, when Labour MPs left the party and joined other parties, formed new parties, there weren't by-elections in those constituencies.

""Indeed, I wasn't calling for by-elections then but when elected as an MP it is your name people put a cross against.

""Christian Wakeford stood in Bury South, people put a cross against his name as they did against my name in Leeds West.""

Please use Chrome browser for a more accessible video player 0:53 Cheers as Tory MP defects to Labour

But other parts of the Labour Party think there should be a by-election, with the left-wing section Momentum calling for one as they do not think Mr Wakeford should be in the party.

Joshua Harcup, youth officer for Bury South's Labour Party, is pushing for Mr Wakeford to call a by-election as it is ""about democracy"".

He told Sky News: ""I think it's positive that he's changed his mind but as you can see from some of the Whatsapp messages leaked yesterday, he's made some comments which are abusive about the Labour Party.

""I would like him to apologise. He would not get my support as our candidate as he doesn't share Labour values.""

History shows by-elections after a defection are a huge risk Tamara Cohen Political correspondent @tamcohen Defections are very rare, and the MP who ""crosses the floor"" often ends up mistrusted by their old colleagues and new comrades. Holding a by-election is not required, unless the MP decides to do so. This precedent was set in 2014 when Tory MPs Douglas Carswell and Mark Reckless defected in quick succession to UKIP and both held their seats in by-elections. But it's a huge risk and arguably stopped others joining them. None of the famous Tory to Labour defectors – pro-EU Tory Quentin Davies to Labour in 2007, Alan Howarth to Labour on the eve of its conference in 1995 in a blow to John Major, or Shaun Woodward, a Tory shadow minister to New Labour in 1999, held by-elections. Tory cabinet ministers are publicly calling for a by-election, but with a majority of 402 in a seat held by Labour since 1997, senior figures privately concede it's not a contest they are eager for.

Do the Conservatives want a by-election?

Yes.

Health Secretary Sajid Javid told Sky News he would be ""very happy with a by-election"".

Please use Chrome browser for a more accessible video player 0:28 Defected MP says he was 'threatened' by whips

He added: ""I think given that the people of Bury South rightly voted Conservative in 2019, they wanted to get Brexit done, they want to see a strong economy and all of that, and now they've got an MP that has changed his affiliation without their permission, why not give them a say?""

Transport Secretary Grant Shapps also backed a by-election in Bury South, telling ITV Mr Wakeford ""should front up to his constituents"".

Does Mr Wakeford want a by-election?

He has not said either way since his defection.

However, in 2020, the MP co-sponsored and backed a bill that would enable constituents to recall their MP and call a by-election if they ""voluntarily change their political party affiliation"".

Image: Mark Reckless and Douglas Carswell pose outside the Houses of Parliament after becoming UKIP MPs

Have defectors held by-elections before?

They have. The most recent are Douglas Carswell and Mark Reckless who resigned as Conservatives from their seats in 2014, triggering by-elections.

They were both re-elected as UKIP MPs then changed parties again but Mr Reckless then lost his seat and Mr Carswell left politics.

Before that, Labour MP Bruce Douglas-Mann resigned from his Mitcham and Morden seat in 1981 to run for the Social Democratic Party in a by-election, however, he lost.";https://web.archive.org/web/20220120171420/https://news.sky.com/story/christian-wakeford-should-there-be-a-by-election-in-bury-south-after-mp-defected-12521060;'ARTICLE-9: politics'
