;Url;Error
0;https://web.archive.org/web/20220101000713/http://news.sky.com/story/new-year-honours-list-whitty-and-van-tam-knighted-as-scientists-honoured-for-battle-against-covid-12506926;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=7) on URL https://web.archive.org/web/20220101000713/http://news.sky.com/story/new-year-honours-list-whitty-and-van-tam-knighted-as-scientists-honoured-for-battle-against-covid-12506926
1;https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-uk-reports-189-846-covid-19-cases-and-203-deaths-in-latest-24-hour-period-12506893;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=7) on URL https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-uk-reports-189-846-covid-19-cases-and-203-deaths-in-latest-24-hour-period-12506893
2;https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-what-will-the-pandemic-mean-for-the-uk-in-2022-experts-give-their-predictions-12501196;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=7) on URL https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-what-will-the-pandemic-mean-for-the-uk-in-2022-experts-give-their-predictions-12501196
3;https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-christmas-day-on-a-coronavirus-ward-at-the-royal-preston-hospital-12503771;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20220101000713/http://news.sky.com/story/covid-19-christmas-day-on-a-coronavirus-ward-at-the-royal-preston-hospital-12503771 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-christmas-day-on-a-coronavirus-ward-at-the-royal-preston-hospital-12503771
4;https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-new-coronavirus-restrictions-could-be-in-place-until-late-march-under-measures-examined-by-scientific-advisers-12503598;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20220101000713/http://news.sky.com/story/covid-19-new-coronavirus-restrictions-could-be-in-place-until-late-march-under-measures-examined-by-scientific-advisers-12503598 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-new-coronavirus-restrictions-could-be-in-place-until-late-march-under-measures-examined-by-scientific-advisers-12503598
5;https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-record-number-of-daily-cases-detected-in-uk-but-could-the-real-number-be-thousands-higher-12502283;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20220101000713/http://news.sky.com/story/covid-19-record-number-of-daily-cases-detected-in-uk-but-could-the-real-number-be-thousands-higher-12502283 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-record-number-of-daily-cases-detected-in-uk-but-could-the-real-number-be-thousands-higher-12502283
6;https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-scientists-in-thailand-using-tobacco-leaves-to-develop-plant-based-vaccine-to-fight-omicron-12502577;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20220101000713/http://news.sky.com/story/covid-19-scientists-in-thailand-using-tobacco-leaves-to-develop-plant-based-vaccine-to-fight-omicron-12502577 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-scientists-in-thailand-using-tobacco-leaves-to-develop-plant-based-vaccine-to-fight-omicron-12502577
7;https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-risk-of-hospitalisation-with-omicron-appears-to-be-two-thirds-lower-than-with-delta-scotland-study-suggests-12502277;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20220101000713/http://news.sky.com/story/covid-risk-of-hospitalisation-with-omicron-appears-to-be-two-thirds-lower-than-with-delta-scotland-study-suggests-12502277 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-risk-of-hospitalisation-with-omicron-appears-to-be-two-thirds-lower-than-with-delta-scotland-study-suggests-12502277
8;https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-impact-of-lockdown-on-childrens-development-will-last-for-years-and-years-12500806;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20220101000713/http://news.sky.com/story/covid-19-impact-of-lockdown-on-childrens-development-will-last-for-years-and-years-12500806 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-impact-of-lockdown-on-childrens-development-will-last-for-years-and-years-12500806
9;https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-government-advisers-recommend-jab-for-vulnerable-five-to-11-year-olds-12502122;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20220101000713/http://news.sky.com/story/covid-19-government-advisers-recommend-jab-for-vulnerable-five-to-11-year-olds-12502122 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-government-advisers-recommend-jab-for-vulnerable-five-to-11-year-olds-12502122
