Title;Date;Authors;Tags;Text;Url;Chat GPT
New Year Honours: 'Captain' Tobias Weller, 11, celebrates becoming youngest recipient;Friday 31 December 2021 22:33, UK;[];[];"An 11-year-old boy has become the youngest honours recipient on record after completing a series of fundraising challenges during the pandemic.

Tobias Weller is joined by Max Woosey, 12, who has become the second youngest person known to have been honoured.

Both boys have received the British Empire Medal (BEM) for charity fundraising work.

Tobias, who has cerebral palsy and autism, was nicknamed ""Captain"" after he was inspired by his hero Captain Sir Tom Moore to start raising money during the coronavirus lockdowns.

Image: Tobias was inspired by his 'hero' Captain Sir Tom Moore

He said he was ""chuffed to bits"" to have been recognised by the Queen after raising £157,000 for the special educational needs Paces School, where he is a student, and The Children's Hospital Charity, in his home town of Sheffield, South Yorkshire.

Advertisement

Tobias, who raised the money by completing sponsored walks and marathons, said he now cannot wait for a chance to meet the Queen at a royal garden party.

His most recent challenge involved an Ironman challenge, completed over the course of a year, involving 180km (111 miles) on his trike, a 4km (2.5 miles) swim and running the length of a full marathon.

Image: Tobias Weller has raised £157,000 for the special educational needs school

Tobias was told about the honour just a month after his 11th birthday.

He told Sky News correspondent Charlotte Lomas: ""It feels absolutely amazing to be honoured by the Queen. My mum told me about the award on Christmas Day and I thought, 'wow! I am so excited'.

""It makes me feel magnificent. I love raising money for charity and knowing I have helped other children is a lovely feeling. I am so proud and privileged.""

Max, from Devon, has raised more than £570,000 for North Devon Hospice by spending every night in a tent since 28 March 2020.

He was inspired to help the hospice after staff cared for a close family friend, 74-year-old Rick Abbott, in the last days of his life.

Before he died, Mr Abbott, a keen camper and outdoor sports enthusiast, gave Max his tent, telling him: ""Promise me you'll have your own adventures in it.""

Image: Max Woosey has been raising money by sleeping in a tent every night

Tennis champion Emma Raducanu, who won the US Open aged 18 in September, joins Max and Tobias as one of the younger names on the list.

There is no official list of those honoured by age, but very few children have received honours since the modern system began.

Paralympic swimming sensation Ellie Simmonds hit the headlines in 2009 when she was made an MBE at the age of 14 and she remains the youngest recipient of that honour.

Higher up the honours ladder, no one under 18 has ever become a knight or dame.

The youngest person in modern times to achieve this honour is solo yachting hero Ellen MacArthur, who was made a Dame Commander of the Order of the British Empire in 2005, at the age of 28.

Andy Murray is the youngest man to receive the same rank when he was made a Knight Bachelor in 2017 at the age of 29.";https://web.archive.org/web/20220101000713/http://news.sky.com/story/new-year-honours-captain-tobias-weller-11-celebrates-becoming-youngest-recipient-12506949;Category-4: sports
Knighthoods, CBEs, OBEs and MBEs: 11 people who have said no over the years;Friday 31 December 2021 22:35, UK;[];[];"For some, it's the icing on the cake, the pinnacle of their career, and a chance to be patriotic.

But every year, some celebrities and public figures turn down their New Year and birthday honours from the Queen, choosing to avoid the pomp and ceremony of a royal mention.

We've taken a look at some of those who've said no...

David Bowie

Image: David Bowie twice turned down an honour

The singer turned down an honour twice, once for a CBE in 2000 and again in 2003 when he was to be awarded a knighthood.

Advertisement

He told The Sun: ""I would never have any intention of accepting anything like that.

""I seriously don't know what it's for. It's not what I spent my life working for. It's not my place to make a judgement on Jagger, it's his decision. But it's just not for me.""

Bowie declined to discuss whether or not he was anti-monarchy, as he was living in the US at the time. He died there in 2016.

Danny Boyle

Image: Danny Boyle said he turned down a knighthood

The filmmaker said he turned down a knighthood after working as creative director of the London 2012 Olympic opening ceremony.

He told the Radio Times: ""It's just not me. I also thought it was wrong, actually.""

He added: ""I don't know whether I'll ever get invited back to the palace.""

Dawn French and Jennifer Saunders

Image: Jennifer Saunders and Dawn French turned down OBEs

The comedy duo refused OBEs in 2001, with Saunders saying: ""If I felt I deserved a damehood I'd accept it.

""At the time, we felt that we were being paid very well to have a lot of fun. It didn't seem right somehow.

""We didn't deserve a pat on the back. It felt a bit fake to stand alongside people who devoted their lives to truly worthy causes.""

John Cleese

Image: John Cleese rejected a CBE. Pic: AP

The Monty Python actor has turned down a number of offers, including one of a peerage by the late Paddy Ashdown.

He first said no to a CBE in 1996, calling them ""silly"", and three years later told Mr Ashdown that staying in England during the winter was ""too much of a price to pay"" to sit in the Lords.

He told The Sunday Telegraph it had been offered ""not because I was such a wonderful human being, and because I'd helped them [Lib Dems] a lot"".

LS Lowry

Image: Backstreet Cricket in Salford by the artist LS Lowry, who is said to have rejected a knighthood

The painter is believed to hold the record for the most refusals. He is said to have turned down five awards, including a knighthood, CBE and OBE.

He did accept an honorary masters of arts degree and a doctor of letters from the University of Manchester and was given freedom of the city of Salford.

His close friend Harold Riley later revealed that Lowry was a private and guarded person who would not have wanted to change his name, which contributed to his decision not to accept the honours.

Nigella Lawson

Image: Nigella Lawson turned down an OBE

The food writer and TV cook turned down the offer of an OBE in 2001. She said: ""I'm not saving lives and I'm not doing anything other than something I absolutely love.""

George the Poet

Image: George the Poet turned down an MBE

The 28-year-old, real name George Mpanga, revealed in 2019 he turned down an MBE because of the ""pure evil"" of the British Empire.

He said while he ""deeply appreciated"" the gesture, he did not want to accept the honour because of ""the colonial trauma inflicted on the children of Africa"".

Mpanga, who was born in London but is of Ugandan heritage, added that the empire had committed ""rape"" against his homeland and that its conduct in the country was ""pure evil"".

Benjamin Zephaniah

Image: Poet Benjamin Zephaniah turned down an OBE

The poet turned down an OBE in 2003, writing: ""Benjamin Zephaniah OBE - no way Mr Blair, no way Mrs Queen. I am profoundly anti-empire.""

He launched a scathing attack on the offer, saying he had begged Tony Blair to meet him to discuss crime in Britain and telling the Queen to stop ""going on about the empire"".

Ken Loach

Image: Ken Loach turned down an OBE

The director turned down an OBE in 1977.

He said: ""It's all the things I think are despicable: patronage, deferring to the monarchy and the name of the British Empire, which is a monument of exploitation and conquest.

""I turned down the OBE because it's not a club you want to join when you look at the villains who've got it.""

Howard Gayle

Image: Howard Gayle, pictured playing for Birmingham City in the 1980s

Liverpool's first black footballer turned down an MBE in 2016.

He was nominated for his work with Show Racism A Red Card, but turned it down because ""my ancestors would be turning in their graves after how empire and colonialism had enslaved them"".

And one who sent it back...

John Lennon

Image: The Beatles received MBEs in 1965 - but John Lennon (second left) returned his award

The Beatle accepted his MBE but returned it in 1969 in protest at Britain's foreign policy.

He wrote a letter which read: ""Your Majesty, I am returning this in protest against Britain's involvement in the Nigeria-Biafra thing, against our support of America in Vietnam and against Cold Turkey slipping down the charts.

""With Love, John Lennon of Bag.""";https://web.archive.org/web/20220101000713/http://news.sky.com/story/knighthoods-cbes-obes-and-mbes-11-people-who-have-said-no-over-the-years-11593840;Category-5: entertainment and culture
Australia: Watch moment wildlife catcher confronted with huge snake and giant spider in same bedroom;Thursday 30 December 2021 10:50, UK;[];[];"Australia: Watch moment wildlife catcher confronted with huge snake and giant spider in same bedroom

A catcher called to remove a snake from a property in Queensland was confronted with a huge huntsman spider as well.";https://web.archive.org/web/20220101000713/http://news.sky.com/video/australia-watch-moment-wildlife-catcher-confronted-with-huge-snake-and-giant-spider-in-same-bedroom-12505894;Category-3: environment
Video: What can the UK learn from South Africa's fight against Omicron?;Sunday 12 December 2021 17:19, UK;[];[];"Video: What can the UK learn from South Africa's fight against Omicron?

The COVID-19 variant omicron was first discovered in South Africa - and is now rapidly spreading around the world. It is set to become the dominant strain the UK.";https://web.archive.org/web/20220101000713/http://news.sky.com/video/video-what-can-the-uk-learn-from-south-africas-fight-against-omicron-12493815;Category-6: science and technology
Boy becomes 30th teenage homicide victim in London this year - a new record;Friday 31 December 2021 16:43, UK;[];[];"A 16-year-old boy has died after being stabbed in Hillingdon, west London.

The killing is the 30th teenage homicide in the capital this year - a new record.

Police were called to Philpotts Farm Open Space in Yiewsley at 7.30pm on Thursday, where the boy was found suffering from a stab wound.

He was pronounced dead at the scene at 8.25pm.

Detectives say his next of kin have been informed. Formal identification has yet to take place and a post-mortem examination will be held in due course.

Advertisement

The stabbing occurred less than an hour after another in the south of the capital, which claimed the life of a 15-year-old boy.

Police were called to Ashburton Park, Croydon, shortly after 7pm and gave first aid to the boy before the ambulance service arrived. The teenager was pronounced dead at 7.36pm.

Image: Police activity at Ashburton Park, Croydon, south London after a 15-year-old boy was stabbed to death

A boy, aged 15, has been arrested on suspicion of murder in relation to the Croydon attack.

The Metropolitan Police said it was too early to say whether the two killings, more than 20 miles apart, were linked.

Met Police Commander Alex Murray said: ""I am deeply saddened by every single homicide this year, and greatly concerned by those that have been teenage killings. Each one is a tragedy leaving behind heartbroken families and distressed communities.

""My thoughts are with the victims and all those impacted. They are not statistics, not just numbers, they all have families, and they all should have had their lives ahead of them.

""They and their families have been robbed of something precious and we should all be doing everything we can to stop this,"" he said.

Image: Metropolitan Police Commander Alex Murray speaking to the media at Ashburton Park, Croydon, south London

He added that the police were devoting ""huge resources"" to preventing homicides and said the Met was not ""complacent"" about knife crime.

Speaking at a press conference on Friday, Commander Murray insisted that tackling violence and youth violence is the Met Police's ""number one priority in London.""

He said the force has hundreds of police officers working in schools ""all trying really hard to tackle violence at its causes"".

Image: Police at the scene in Ashburton Park a teenage boy was killed on Thursday

He said there has been significant reductions in violence, knife crime and gun crime in recent years - but not for teenagers.

""With teenagers, we have seen an increase in homicides,"" he said.

""My message today, other than speaking to the families and friends of those that London has lost, is to say you cannot carry knives in London.

""This is what happens when knives are carried and we all have a role in relation to tackling knife crime.""

Image: Teenage homicides in London. Graphic: Met Police

Commander Murray also urged people to contact independent Crimestoppers to report individuals carrying knives.

Shadow home secretary Yvette Cooper said the deaths of two teenage boys in London were ""devastating"" as she called for further action from the government to tackle the knife crime epidemic.

She said the country needs ""neighbourhood police back on the beat, stronger laws on the criminal exploitation that draws children and young people into drug and knife crime, and support for the youth services and early intervention work that keep young people safe"".

Community activist Anthony King told reporters that the community needs to ""partner with the Met Police and work hard and tirelessly to eradicate the issue of knife crime"" and urged all parents to search their children and their bags for knives.

He said children carry knives ""as a way to protect themselves"" and believes the pandemic has had an effect on young people with more broken homes and more children suffering from mental health issues due to the lockdowns.

The latest incidents brings the total number of teenage killings in the capital in a calendar year to 30 - passing a previous peak of 29, set in 2008.";https://web.archive.org/web/20220101000713/http://news.sky.com/story/south-london-murder-equals-highest-ever-number-of-teenage-homicides-in-the-capital-in-one-year-12506615;Category-7: health
Colorado wildfires: Hundreds of homes destroyed and tens of thousands evacuated;Friday 31 December 2021 10:46, UK;[];[];"Hundreds of homes have been destroyed and tens of thousands of residents evacuated as wildfires spread across part of the US state of Colorado.

At least one first responder and six others were injured after the flames took hold following an extremely dry autumn in the region and a winter that has so far not seen any snow.

More injuries and also deaths could be possible due to the intensity of the fires, Boulder County sheriff Joe Pelle acknowledged.

Please use Chrome browser for a more accessible video player 0:40 'God help us': Driving through Colorado wildfire

Image: An aerial photograph shows homes burn from wildfires in Superior, Colorado. Pic: Maxar Technologies via AP

He said it was ""the kind of fire we can't fight head on"" and that in some areas, sheriffs and firefighters had to pull out ""because they just got overrun"".

The blaze, reported just after 11am on Thursday, local time, had ""ballooned and spread rapidly east"" to span 2.5 square miles, he added.

Advertisement

Some fires in the area were also sparked by downed power lines.

Authorities ordered the evacuation of the cities of Louisville and Superior, which are around 20 miles north west of Denver and home to a combined 34,000 people.

Please use Chrome browser for a more accessible video player 0:28 Aerial footage shows scale of Colorado wildfires

Image: The cities of Louisville and Superior, north west of Denver, were evacuated

Surrounding them are towns filled with shopping centres, parks and schools.

The fires, fuelled by winds of up to 105mph, have already burned an estimated 580 homes, a hotel and a shopping centre.

Cars jammed in queues as they tried to flee the area waited for up to 45 minutes to move about half a mile.

Meanwhile, wind gusts caused the blaze to jump and spread, resulting in small fires taking hold in places such as a patch of grass or a car park.

Skies turned black amid the blare of emergency sirens as smoke spread.

Please use Chrome browser for a more accessible video player 0:24 Thick smoke and huge fires in Colorado

A large plume of smoke from the fire was visible in Denver.

Leah Angstman, who was on a bus returning home to Louisville from Denver airport that was forced to stop due to poor visibility, described how it was buffeted by heavy winds.

""The wind rocked the bus so hard that I thought the bus would tip,"" she said.

""The sky was dark, dark brown, and the dirt was blowing in swirls across the sidewalk like snakes.""

Colorado governor Jared Polis declared a state of emergency, which allows the state to access disaster emergency funds.

Image: The blaze has destroyed nearly 600 homes

Mr Polis said flames were consuming football field-lengths of land in seconds, describing the fires as a ""force of nature"".

A historic drought and heatwaves have made wildfires harder to fight in the western United States.

Nine-tenths of Boulder County is in severe or extreme drought and has not seen substantial rainfall since mid-summer.

Keith Musselman, a snow hydrologist who lives in the region, said: ""With any snow on the ground, this absolutely would not have happened in the way that it did.""

He said a severe fire risk would be expected in September and October but a lack of any rain or snow this late in the season was highly unusual.

A forecast for up to a foot of snow to arrive in the next day could help relieve the situation, he said.

Extreme weather has also been taking hold in other parts of the US, with heavy snowfall disrupting road travel in the Pacific west from Washington state to California and intense thunderstorms across the south damaging homes and buildings in Alabama.";https://web.archive.org/web/20220101000713/http://news.sky.com/story/colorado-wildfires-hundreds-of-homes-destroyed-and-tens-of-thousands-evacuated-12506670;Category-3: environment
Nicolas Cage: 'Don't call me an actor, call me a thespian', says 'pretentious' Oscar-winner;Friday 31 December 2021 10:50, UK;[];[];"Oscar-winner Nicolas Cage has revealed he does not like being called an ""actor"" and would prefer to be known as a ""thespian"" - despite admitting it risks him ""sounding like a pretentious a-hole"".

The 57-year-old, who was born Nicolas Cappola, compared his craft to ""shamanism"" by going into ""flights of imagination"".

""I really don't like the word actor because for me it always implies, 'Oh, he's a great actor, therefore he's a great liar, and (great at) lying,'"" Cage told Variety Awards Circuit Podcast.

""So with the risk of sounding like a pretentious a-hole, I like the word thespian because thespian means you're going into your heart.

""Or you're going into your imagination, or your memories or your dreams, and you're bringing something back to communicate with the audience.

Advertisement

""I think it's more like recruiting imagination. Dare I say it, it's more like a shamanism.

""What early shamans would do is go into flights of imagination to find answers to help their village.

""I like looking at it like that, with the risk of sounding completely absurd and ridiculous.

""I like the idea of it being something a little more organic and less artificial.""

Subscribe to the Backstage podcast on Apple Podcasts, Google Podcasts, Spotify, Spreaker

Cage, who won an Oscar for 1996 film Leaving Las Vegas, also addressed accusations of him being ""over the top"" with his performances.

""When they say that to me I say 'well you tell me where the top is and I'll tell you whether or not I'm over it,"" the Face Off and National Treasure star said.

He also recalled his first acting experience on the school bus when he was young, while he and a friend were being bullied.

""One day I said, 'I'm gonna have to have some attitude' and I put on some cowboy boots and a leather jacket and I started chewing gum,"" said Cage, whose 2021 film Pig was acclaimed by critics.

""I said, 'I'm not Nicky Coppola, I'm Roy Richardson and if you don't leave my friends alone I'm gonna kick your ass'.

""That was a performance and that was the first time I think I could act because they left Nicky alone after that - it worked.""";https://web.archive.org/web/20220101000713/http://news.sky.com/story/nicolas-cage-dont-call-me-an-actor-call-me-a-thespian-says-pretentious-oscar-winner-12506671;Category-5: entertainment and culture
COVID-19: 'Significant increases' in patients with coronavirus - as Northampton hospital suspends visitors;Friday 31 December 2021 15:22, UK;[];[];"The number of people in hospital with COVID-19 is increasing significantly, it has been warned, with another hospital suspending visitors ""due to health and safety concerns"".

Dr Chaand Nagpaul, chairman of the council at the British Medical Association, told Sky News: ""What's concerning is that we are seeing significant increases in people in hospital.

""In fact, as of yesterday, the number of people admitted and also the number of patients in hospital is at a level as high as during the lockdown earlier this year in spring, in February-March.

""Now that is a significant number and it is increasing, so while the proportion of people who end up in hospital as a result of Omicron is smaller, we are definitely seeing significant increases.""

Dr Nagpaul said 25,000 patients were admitted with COVID-19 in the four-week period leading up to Christmas and he said those admissions have been preventing six million people on the NHS waiting list from being treated.

Advertisement

Asked whether those admissions were people taken to hospital because of coronavirus, or for other health reasons and ""happened to have COVID"", Dr Nagpaul replied: ""That's a very good question and, in fact, that's data I don't have and data it is really important is made available, because I absolutely agree, we need to differentiate between the two.""

Fresh NHS figures on hospitalisations in England are due to be published today.

Northampton General Hospital became the latest to suspend visitors on Friday, apart from in limited circumstances, amid concerns about rising COVID cases.

The health, wellbeing and safety of all our people, including patients and colleagues continues to be our top priority. We have therefore taken the difficult decision to suspend visiting at the hospital from today, Friday 31 December.



1 of 4 — Northampton General Hospital (@NGHnhstrust) December 31, 2021

In a series of Twitter posts, the hospital confirmed the move and apologised ""for having to take this step as we are fully aware of the impact suspending visiting has on our patients and those close to them"".

The hospital promised to put virtual visiting facilities in place.

Bath Royal United Hospital and Great Western Hospital in Swindon have also this week suspended visitors, apart from in exceptional circumstances, due to increasing coronavirus infections.

In total, more than a dozen hospitals across the country have temporarily banned visits in efforts to protect patients and staff.

There were also further signs of a squeeze on the NHS workforce due to COVID.

New figures from NHS England showed a total of 4,580 NHS staff at hospital trusts in London were absent for coronavirus reasons on Boxing Day, up 18% on the previous week (3,874) and nearly four times the number at the start of the month (1,174).

The number reached as high as 5,994 on 23 December. The total includes staff who were ill with coronavirus or who were having to self-isolate.

Across England as a whole, 24,632 NHS staff at hospital trusts were absent due to COVID reasons on 26 December, up 31% from 18,829 a week earlier and nearly double the number at the start of the month (12,508).

As the UK gears up for New Year's celebrations tonight - with parties allowed in England, but restrictions on gatherings in both Wales and Scotland - accessing lateral flow and PCR tests continues to be difficult.

A shortage of lateral flow tests means those wishing to mix with others at nightclubs, pubs and house parties face doing so without knowing if they are COVID positive.

Lateral flow tests are available to order on the government portal, but could take days to arrive and Health Secretary Sajid Javid yesterday warned that supplies may need to be ""constrained"" further because of demand.

PCR tests are available to book on the government's website, but results usually take around 24 hours.

Analysis by Ashish Joshi, health correspondent Staff absence is the single biggest challenge facing the NHS right now as it battles through the winter. These absences impact hospitals, ambulance services and all community health settings including mental health. It adds to the huge pressure the NHS is already under. The workload continues to increase with hospitalisations, emergency attendances and trying to tackle the growing waiting list for planned care. And all of this is before we factor in the most ambitious vaccination programme in the NHS’s history. There is better news with hospital patient discharge - more are being sent home when they are medically fit and bed occupancy is stable. But the next few weeks will be crucial in deciding the course of this stage of the pandemic. We are seeing record numbers of infections and these will translate into hospitalisations and deaths. The vaccine will help in keeping these numbers down but there will still be a rise. Plans are being put in place to cope with a surge, should it come, but beds need staff. That's why there are genuine concerns about tonight’s New Year's Eve celebrations and the potential for a new surge in infections.

Some in Scotland and Wales are planning to cross the border to England in order to avoid the stricter COVID rules in their countries as they celebrate New Year.

Mark Jones, the landlord at Stanton House Inn in Chirk, Wales, which is less than a mile from the English border, told Sky News that some of his regular customers have booked minibuses in order to celebrate in England.

And Margaret Straughan, landlady of the Brewers Arms in Berwick-upon-Tweed, 1.5 miles from the Scottish border in Northumberland, predicted a ""very busy"" evening with some of her customers coming from Scotland.

Please use Chrome browser for a more accessible video player 1:04 PM urges Britons to get COVID jab in NYE message

A leading scientist has urged people to take care on New Year's Eve, warning that the Omicron variant ""has ended up being so infectious that it almost needs just a whiff of infected breath and you could get infected"".

Professor Peter Openshaw, who sits on the New and Emerging Respiratory Virus Threats Advisory Group (NERVTAG), told the BBC: ""We're lucky really that it wasn't this infectious when it first moved into human-to-human transmission.""

And the head of NHS Providers has warned that even if the government brings in extra restrictions in England, it will take two weeks to reduce the hospital admission rate.

Please use Chrome browser for a more accessible video player 1:59 NYE: Scots & Welsh England bound

As eight hospital trusts set up new Nightingale ""surge hubs"" in preparation for an influx of COVID patients, Chris Hopson told Radio 4's Today programme that ""we still don't know if a surge will come, and indeed we are exactly talking about the preparations we are making for that surge right now"".

He added: ""It is worth remembering that it does take about a fortnight for any new restrictions to affect the level of hospital admissions, so the pattern of hospital admissions for the next fortnight has already been set.""";https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-19-significant-increase-of-patients-with-coronavirus-as-northampton-hospital-suspends-visitations-12506682;Category-7: health
Ban on loyalty penalty for car and home insurance customers set to take effect;Friday 31 December 2021 11:30, UK;[];[];"New rules banning a loyalty penalty for car and home insurance customers take effect from 1 January.

The rules mean customers renewing their policy will have to be offered a price no higher than if they were a new customer.

They are designed to tackle the practice of ""price walking"", where firms offer below-cost deals to attract new customers but then ramp up the price on renewal each year.

Image: The rules apply to home insurance as well as car insurance

The Financial Conduct Authority (FCA), which announced the changes earlier in 2021, believes they will save consumers £4.2bn over the next ten years.

But it is likely to mean that for people who do regularly shop around for a cheaper deal, the biggest discounts will no longer be available.

Advertisement

The new rules apply to renewal notices going out from 1 January.

If a consumer's renewal notice went out in December for a policy being renewed after 1 January, the rules do not apply.

The changes come after a study in 2018 found that customers who stuck with their existing insurance policies were paying £1.2bn a year too much.

Sheldon Mills, the FCA's executive director for consumers and competition, said: ""Our interventions will make the insurance market fairer and make it work better.

Image: The FCA expects the new rules to save consumers £4.2bn over ten years

""Insurers can no longer penalise consumers who stay with them.

""You can still shop around and negotiate a better deal, but you won't have to switch just to avoid being charged a loyalty premium.

""We are keeping a close eye on how insurers respond to our new rules, to ensure that the benefits of a better insurance market are delivered to consumers.""

The changes are part of a package of reforms taking effect which also include rules designed to make it easier for consumers to cancel automatic renewals and requirements for firms to show that their products deliver fair value for customers.

The Association of British Insurers (ABI), which represents the industry, said firms were still likely to be able to offer competitive deals to new customers but that prices could be higher for those who shop around regularly.

Spokesman Malcolm Tarling said there would be a ""re-balancing of premiums between new and existing customers"".

Martin Lewis, founder of MoneySavingExpert.com, has previously warned: ""In the short run this change could see a spike in price for switchers.""

The FCA said at the time that the rules were announced that it was ""likely that firms will no longer offer unsustainably low-priced deals to some customers"".";https://web.archive.org/web/20220101000713/http://news.sky.com/story/ban-on-loyalty-penalty-for-car-and-home-insurance-customers-set-to-take-effect-12506719;Category-2: business and economy
COVID-positive woman self-isolates in plane loo for five hours to protect other passengers , and posts her ordeal on TikTok;Friday 31 December 2021 07:46, UK;[];[];"A woman who tested positive for COVID during a transatlantic flight self-isolated for five hours in the plane's toilet to protect other passengers.

Michigan schoolteacher Marisa Fotieo was travelling from Chicago to Reykjavik, Iceland on 20 December when her throat began to hurt.

She took a rapid COVID test she was carrying with her and within ""what felt like two seconds there were two lines"".

Ms Fotieo decided that to protect the other 150 passengers and crew on the Icelandair flight she would lock herself away in one of the toilets for the remainder of the journey.

And she captured her experience of confinement in the tiny loo in a TikTok video that has been viewed more than three million times.

Advertisement

""Shout out to @Icelandair for my VIP quarantine quarters,"" she wrote.

Speaking to NBC News' Steve Patterson, she described it as a ""crazy experience"".

She told him: ""I just took my rapid test and I brought it into the bathroom, and within what felt like two seconds there were two lines.""

""There's 150 people on the flight, and my biggest fear was giving it to them,"" she added.

She said the self-isolation was made bearable because of the care of flight attendant Ragnhildur ""Rocky"" Eiríksdóttir.

""She made sure I had everything I needed for the next five hours from food to drinks and constantly checked on me assuring me I would be all right,"" Marisa wrote in an email to NBC News.

Image: Eiríksdóttir sent Marisa gifts while she was in hotel quarantine Pic: Marisa Fotieo

After arriving in Reykjavik, she had to quarantine in a hotel, but said said that even then Eiríksdóttir's kindness didn't end.

""She bought me flowers and a little Christmas tree with lights so I could hang it,"" Fotieo told Patterson. ""It was so heartfelt, and she's just an angel.""";https://web.archive.org/web/20220101000713/http://news.sky.com/story/covid-positive-woman-self-isolates-in-plane-loo-for-five-hours-to-protect-other-passengers-and-posts-her-ordeal-on-tiktok-12506605;Category-7: health
