;Title;Date;Authors;Tags;NLP Keywords;text;Url
0;Covid-19: WHO chief optimistic disease will be beaten in 2022;2021-12-31T19:28:26.000Z;[];['world health organization (who)', 'coronavirus vaccines', 'coronavirus pandemic'];['dose', 'received', 'europe', 'target', 'end', 'rates', 'chief', 'optimistic', 'population', 'beaten', 'vaccination', 'missed', '2022', 'country', 'covid19', 'disease'];"
This video can not be played
The World Health Organization (WHO) chief says he is optimistic that the coronavirus pandemic will be defeated in 2022, provided countries work together to contain its spread.
Dr Tedros Adhanom Ghebreyesu warned against ""narrow nationalism and vaccine hoarding"" in a new year statement.
His comments come two years since the WHO was first notified of cases of an unknown pneumonia strain in China.
Global Covid cases now stand at 287m, while nearly 5.5m people have died. 
Across the world people are marking the new year but celebrations are muted, with many countries wanting to discourage crowds gathering.
Coronavirus remains part of daily life: a disease that has shut borders, split families and in some places made it unthinkable to leave the house without carrying a mask.
Despite all this, Dr Tedros sounded a positive note in his speech, noting that there are now many more tools to treat Covid-19.
But he warned that continuing inequity in vaccine distribution was increasing the risk of the virus evolving.
""Narrow nationalism and vaccine hoarding by some countries have undermined equity and created the ideal conditions for the emergence of the Omicron variant, and the longer inequity continues, the higher the risks of the virus evolving in ways we can't prevent or predict,"" he said. 
""If we end inequity, we end the pandemic,"" he added. 
In other developments:
In his comments, Dr Tedros also alluded to low vaccination rates.
While most of the population in Europe and the Americas have received at least one dose, a WHO target of full vaccination rates in 40% of every country by the end of 2021 has been missed across most of Africa. 
Dr Tedros has previously criticised wealthier nations for ""gobbling up"" the global vaccine supply, fully vaccinating much of their populations while others wait for their first doses. 
The WHO has set a new goal for 2022: vaccinate 70% of people in all countries by July to end the pandemic. 
A Very British Scandal: Watch the gripping new drama on iPlayer
There's a playlist for everyone on BBC Sounds
© 2021 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.";https://web.archive.org/web/20220101000057/https://www.bbc.com/news/world-59840513
1;BBC News;2021-12-31T19:28:26.000Z;[];['skip to content', 'accessibility help'];['standup', 'video', 'bbc', 'englishwhy', 'comedians', 'caption', 'turning', 'chinese', 'english'];N/A;https://web.archive.org/web/20220101000057/https://www.bbc.com/news/world
2;US & Canada;2021-12-31T21:05:12.000Z;[];['skip to content', 'accessibility help'];['grooming', 'ghislaine', 'convicted', 'does', 'canada', 'mean', 'maxwell', 'friendread', 'teenagers'];N/A;https://web.archive.org/web/20220101000057/https://www.bbc.com/news/world/us_and_canada
3;Virginia Giuffre: Prince Andrew accuser seeks evidence he could not sweat;2021-12-31T23:54:13.000Z;[];['prince andrew, duke of york', 'ghislaine maxwell', 'jeffrey epstein'];['reasonably', 'private', 'andrew', 'lead', 'giuffre', 'accuser', 'sweat', 'evidence', 'prince', 'seeks', 'information', 'irrelevant', 'request', 'lawyers', 'virginia', 'objected'];"
Lawyers for a US woman who has accused Prince Andrew of sexual assault are seeking proof of the British royal's alleged inability to sweat. 
Virginia Giuffre's legal team made the request as part of a civil case against the prince in a New York court.
Ms Giuffre, 38, alleges that Prince Andrew sexually assaulted her when she was a teenager at the homes of Jeffrey Epstein and Ghislaine Maxwell.
Prince Andrew has consistently denied the allegations.
In a 2019 interview with BBC Newsnight, he said a ""problem"" with her account was that a medical condition at the time meant he could not have been sweating, as she claims he was. 
This video can not be played
A civil case filed in the US alleges that the prince sexually abused Ms Giuffre - then known as Virginia Roberts - at Maxwell's London home, and at Epstein's homes in Manhattan and Little St James in the Virgin Islands.
Epstein, a convicted sex offender, killed himself in prison in 2019 while awaiting a sex trafficking trial. British socialite Maxwell was found guilty this week of grooming underage girls to be abused by him.
The motion filed by Ms Giuffre's lawyers calls on Prince Andrew to supply ""all documents concerning your alleged medical condition of anhidrosis, hypohidrosis, or your inability to sweat"".
Prince Andrew's lawyers said he objected to the request ""on the grounds that it is harassing and seeks confidential and private information and documents that are irrelevant, immaterial and not reasonably calculated to lead to the discovery of admissible evidence"". 
They added that Prince Andrew had no such documents in his possession to hand over. 
The motion also includes requests for details of Prince Andrew's trips on Epstein's planes, and communication he had with Epstein and Maxwell.
In a separate development, a request by Prince Andrew's lawyers to pause the proceedings against him has been turned down by a US judge. 
His lawyers had wanted Ms Giuffre to take part in a two-hour deposition to discuss her country of residence. 
Ms Giuffre has been living in Western Australia and Prince Andrew's lawyers had argued that this may disqualify her from filing a lawsuit in a US court. The judge rejected the demand.
Meanwhile Ghislaine Maxwell, who was found guilty on Wednesday of recruiting and trafficking young girls for Epstein, awaits sentencing, a date for which has not yet been set. The verdict could see her spend the rest of her life behind bars.
The jury's decision was welcomed by the survivors, with Annie Farmer - the only witness to use her real name during testimony - saying she was ""so relieved and grateful"". 
Ms Giuffre, who was not one of the four women who testified in the case but was referenced on many occasions in court, said she would ""remember this day always"".
Maxwell's brother Ian told the BBC that she would appeal against the verdict ""on legal grounds - both in terms of the pre-trial process and the trial process as well"", but did not give further details.
He described the victims' testimony as ""heart-rending"" but said he still believed his sister's innocence. 
Another of Epstein and Maxwell's accusers, Sarah Ransome, criticised Mr Maxwell's remarks.
""This sex trafficking pyramid wouldn't exist without Ghislaine,"" she told the BBC.
""I really think Ghislaine's brother should sit in a room full of Ghislaine's survivors because then he might have a different opinion of what his sister actually has done. She has destroyed hundreds of lives.""
A Very British Scandal: Watch the gripping new drama on iPlayer
There's a playlist for everyone on BBC Sounds
© 2022 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.";https://web.archive.org/web/20220101000057/https://www.bbc.com/news/world-us-canada-59839351
4;Covid: Cathay Pacific flights cut after Hong Kong clampdown;2021-12-31T03:13:55.000Z;[];['global supply chain management', 'hong kong', 'air travel', 'cathay pacific', 'coronavirus pandemic'];['covid', 'world', 'cathay', 'hong', 'major', 'kong', 'pacific', 'flights', 'rules', 'remaining', 'result', 'clampdown', 'numbers', 'strictest', 'cut', 'quarantine', 'raising', 'open'];"
Cathay Pacific has announced immediate major cuts to its flight schedule, including cancelling passenger and cargo services to and from Hong Kong.
The airline did not provide details on how many flights would be grounded but it said it would operate a skeleton passenger schedule in January.
It comes after Hong Kong announced tighter Covid-19 quarantine rules for air cargo crew earlier this week.
The move was aimed at tackling the threat of the Omicron Covid variant.
Cathay pilots have previously told the BBC the restrictions have affected their mental health and personal lives.
Late on Thursday Cathay Pacific said it was tentatively planning to cancel some passenger flights in and out of the Asian financial hub in the first three months of the new year.
It also said that long haul freight and cargo-only passenger flights including from Europe, Riyadh and Dubai would be suspended until 6 January.
Cathay Pacific had already announced last week that it would cancel some flights in January.
The latest decision is likely to put further strain on the already struggling global supply chain.
Like much of the rest of the global aviation industry, Cathay has been hit hard by the pandemic. It posted a net loss of $2.8bn (£2bn) in 2020 and lost $972m in the first half of 2021.
Airlines around the world have cancelled thousands of flights in the Christmas period alone due to the coronavirus.
In line with mainland China, Hong Kong has a zero-Covid policy as it aims to persuade Beijing to allow cross-border travel.
As a result the city has some of strictest quarantine rules in the world, raising concerns that it may be left behind as other major financial centres open up as they adopt approaches that see them live with the coronavirus rather than remaining closed off to keep case numbers low.
Hong Kong is one of the world's biggest aviation hubs but also has some of the strictest coronavirus regulations in the world. Two pilots with Cathay Pacific recently told the BBC that the rules have seriously affected their mental health and putting a strain on their personal lives.  
""You're just in a perpetual state of quarantine,"" one pilot, who has spent almost 150 days in isolation this year alone, said.
Though Hong Kong has recorded barely any local coronavirus cases in recent months, the city has imposed an extensive testing and quarantine regime, in line with mainland China's zero Covid policy. 
Read more here
This video can not be played
Classic comedies and characters that have kept us laughing
Life in the world's oldest town...
© 2021 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.";https://web.archive.org/web/20220101000057/https://www.bbc.com/news/business-59824408
5;Tesla to recall 475,000 cars in the US;2021-12-30T16:29:12.000Z;[];['tesla', 'electric cars', 'united states'];['475000', 'submitted', 'repeated', 'recall', 'wear', 'rearview', 'traffic', 'cars', 'trunk', 'safety', 'report', 'tesla'];"
Tesla is to recall more than 475,000 cars in the US, according to documents filed with the US safety regulator.
The electric vehicle firm announced it was recalling 356,309 vehicles because of potential rear-view camera issues affecting 2017-2020 Model 3 Teslas. 
A further 119,009 Model S vehicles will also be recalled because of potential problems with the front trunk, or boot.
The total recall figure is almost equivalent to the 500,000 cars Tesla delivered last year, Reuters reports.
The BBC has approached Tesla for comment.
A safety report, submitted this month, estimates that around 1% of recalled Model 3s may have a defective rear-view camera.
Over time ""repeated opening and closing of the trunk lid"" may cause excessive wear to a cable that provides the rear-view camera feed, says a Safety Recall report submitted by Tesla to the National Highway Traffic Safety Administration (NHTSA) in the US on the 21 December.
If the wear causes the core of the cable to separate ""the rear-view camera feed is not visible on the centre display"", the report notes.
The loss of the rear-view camera display may ""increase the risk of collision"", it adds.
The Model S recall involves vehicles manufactured between 2014-2021, some of which may have a problem with a ""secondary latch"" on the front trunk, or boot.
In another Safety Recall report, also filed on 21 December, Tesla notes the fault could mean, if the primary latch is inadvertently released, the front trunk ""may open without warning and obstruct the driver's visibility, increasing the risk of a crash"".
Around 14% of recalled Model S's may have the defect, the report notes.
In both cases, the reports state that ""Tesla is not aware of any crashes, injuries, or deaths"" relating to the potential faults.
The latest recall is not the first safety issue to have prompted action from the electric vehicle firm.
Last week Tesla agreed to make changes to its Passenger Play feature, which allows games to be played on its touchscreen while the car is in motion.
It took action after an investigation was launched by the NHTSA.
The feature will now be locked and unusable while the car is moving.
A Very British Scandal: Watch the gripping new drama on iPlayer
There's a playlist for everyone on BBC Sounds
© 2021 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.";https://web.archive.org/web/20220101000057/https://www.bbc.com/news/technology-59818800
6;Santander: Bank hands out £130m in Christmas blunder;2021-12-30T13:18:51.000Z;[];['uk banking', 'santander group', 'banking'];['hands', 'transactions', 'blunder', 'recover', 'hard', 'point', 'working', 'left', 'christmas', 'result', 'duplicated', 'pocket', '130m', 'santander', 'uk', 'bank'];"
Tens of thousands of people awoke on Christmas morning to a surprise from an unexpected benefactor - Santander.
The bank mistakenly deposited £130m into 75,000 accounts on 25 December.
Santander's staff are now rushing to claw back the money, although the job is being made more difficult because much of it was deposited in accounts at rival banks, according to The Times.
The error occurred when payments from 2,000 business accounts were made twice.
""We're sorry that due to a technical issue, some payments from our corporate clients were incorrectly duplicated on the recipients' accounts,"" the bank said in a statement.
""None of our clients were at any point left out of pocket as a result and we will be working hard with many banks across the UK to recover the duplicated transactions over the coming days.""
It said the mistake may have meant that some people were, in effect, paid twice from their employer's account, although the second payment was funded by Santander.
One payroll manager, who asked not to be named, told the BBC the blunder had cast a shadow over Christmas and Boxing Day.
""It ruined my holiday period because I thought I'd paid out hundreds of thousands in error - I thought I had done something wrong,"" they told the BBC.
""I thought it was just me and that I was going to get in trouble at work.""
They said that Santander had not given any information about how firms should explain the second payment to staff or about how it should be repaid.
""It's just a complete shambles,"" the payroll manager said. ""How they are going to recover it, I just don't know.""
The bank stressed that it had already begun speaking to the rival banks - which The Times said included Barclays, HSBC, NatWest, Co-operative Bank and Virgin Money. 
Santander said those banks would ""look to recover the money from their customers' accounts."" 
However, it was not clear how the banks would respond if their customers had already spent the money, meaning returning it would push them into overdraft.
Santander indicated that it may contact people directly to get the money back.
A Very British Scandal: Watch the gripping new drama on iPlayer
There's a playlist for everyone on BBC Sounds
© 2022 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.";https://web.archive.org/web/20220101000057/https://www.bbc.com/news/business-59826345
7;Elon Musk rejects claims that his satellites are hogging space;2021-12-30T02:38:54.000Z;[];['communications satellites', 'elon musk', 'spacex', 'china', 'space'];['way', 'rejects', 'situation', 'blocking', 'hogging', 'musk', 'elon', 'expect', 'space', 'satellites', 'weve', 'blocked', 'doing', 'effectively', 'claims'];"
Elon Musk has rejected claims that his Starlink satellite internet project is taking up too much room in space.
""Tens of billions"" of satellites can be accommodated in orbits close to Earth, he told the Financial Times.
His comments come after a claim by the head of the European Space Agency (ESA) that Mr Musk was ""making the rules"" for the emerging commercial space industry.
This week, China complained that its space station was forced to avoid collisions with Starlink satellites.
""Space is just extremely enormous, and satellites are very tiny,"" Mr Musk said in the interview.
Mr Musk pushed back at suggestions that his Starlink Internet Services project was effectively obstructing the entry of competitors to the satellite industry, saying that there is ample room in the Earth's orbit for satellites.
""This is not some situation where we're effectively blocking others in any way. We've not blocked anyone from doing anything, nor do we expect to,"" he said.
""A couple of thousand satellites is nothing. It's like, hey, here's a couple of thousand of cars on Earth, it's nothing,"" he added.
This month, Josef Aschbacher, the director general of ESA, warned that the thousands of communications satellites launched by Starlink would result in there being far less space for competitors.
Other experts have said that much larger distances are needed between spacecraft to avoid collisions than Mr Musk has suggested.
Scientists have also previously voiced concerns about the risks of collisions in space and called on world governments to share information about the estimated 30,000 satellites and other space debris that are orbiting Earth.
Mr Musk made headlines this week as he faced a social media backlash after China complained that its space station was forced to avoid collisions with satellites launched by his Starlink project.
The country's space station had two ""close encounters"" with Starlink satellites this year, Beijing claimed.
The incidents occurred on 1 July and 21 October, according to a document submitted by China this month to the United Nations Office for Outer Space Affairs.
""For safety reasons, the China Space Station implemented preventive collision avoidance control,"" Beijing said in the document published on the agency's website.
The incidents behind the complaints, lodged with the UN's space agency, have not yet been independently verified.
China also accused the US of putting astronauts in danger by ignoring obligations under outer space treaties.
Foreign ministry spokesman Zhao Lijian said China was urging the US to act responsibly.
SpaceX has already launched almost 1,900 satellites as part of the Starlink network, and plans to deploy thousands more.
This video can not be played
A Very British Scandal: Watch the gripping new drama on iPlayer
There's a playlist for everyone on BBC Sounds
© 2022 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.";https://web.archive.org/web/20220101000057/https://www.bbc.com/news/business-59824404
8;China ride-hailing giant Didi sees losses deepen after crackdown;2021-12-30T04:54:46.000Z;[];['china', 'stock markets', 'united states'];['securities', 'uslisted', 'crackdown', 'requests', 'ridehailing', 'market', 'losses', 'stock', 'rules', 'china', 'regulators', 'mean', 'sees', 'didi', 'planned', 'giant', 'leave', 'deepen'];"
Chinese ride-hailing giant Didi Global has seen its losses deepen after Beijing ordered online stores not to offer the company's app.
The firm reported an operating loss of $6.3bn (£4.7bn) for the first nine months of year as revenues in China fell by 5% in the third quarter.
The Chinese crackdown came just days after Didi made its New York stock market debut at the end of June.
This month, it said it will move its share listing to Hong Kong from the US.
In recent months, Didi has become one of the most high profile targets of Beijing's clampdown on the country's technology industry.
The restrictions placed on it by authorities in China have hit its share price in the US hard.
The company's value on the New York Stock Exchange has fallen by 65% since its debut less than six months ago.
In its latest report to investors the firm also said that its board had authorised it to pursue a listing of its shares on the main board of the Hong Kong Stock Exchange.
""The company is executing above plans and will update investors in due course,"" Didi said.
Didi's announcement early in December that it planned to leave the US stock market came on the same day that the US Securities and Exchange Commission said it had finalised rules that would mean US-listed foreign companies can be delisted if their auditors do not comply with requests for information from regulators.
""Following careful research, the company will immediately start delisting on the New York stock exchange and start preparations for listing in Hong Kong,"" the company said at the time.
Didi also said in Thursday's announcement that Daniel Zhang, the chief executive of Chinese e-commerce giant Alibaba, who had served as a director on its board since 2018, has resigned from the role.
As well as coming under intense scrutiny from Chinese regulators, Didi now faces tough competition in its home market from ride-hailing services launched by car makers Geely and SAIC Motor.
This video can not be played
Frankie Boyle attempts to make sense of the bewildering year that was 2021
Featuring A Perfect Planet, Doctor Who, Line of Duty and more...
© 2021 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.";https://web.archive.org/web/20220101000057/https://www.bbc.com/news/business-59824407
9;BBC News;2021-12-31T09:33:28.000Z;[];['skip to content', 'accessibility help'];['tiananmen', 'square', 'bbc', 'happened', '30', 'crushed', 'whyread', 'beijing', 'protests'];N/A;https://web.archive.org/web/20220101000057/https://www.bbc.com/news/world/asia/china
